2023-07-13  16:39:30,新疆,在新疆路边车里坐着，突然窗户里伸进一只手，问我：买表么？我自己的，不要了，给你1500元。 ,26,441,1175
2023-07-13  09:28:07,北京,北京的虾是真的贵[笑cry] ,1,49,39
2023-07-12  20:20:14, ,恭喜@奋斗的硕爸 1名用户获得【homepodmini】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公示链接：http://t.cn/A60wrZ4N,0,0,1
2020-03-23  11:08:14, ,又到新玩意。 什么是WIFI6？  http://t.cn/A6zejgN6 ,122,333,853
2023-07-12  17:57:36,北京,今天新租的房子报装@中国联通 1000兆宽带，师傅来装好之后，说光猫可以直接上网，但在弱电箱里影响信号，如果要保证信号需要在家里一二楼分别装路由器，这也不稀奇。 但他说：如果你没有路由器，我这里有，410包调试。如果你有，我给你调试安装，一个150，你也可以自己弄，你会吗[求饶][求饶][求饶] 我 ,11,191,390
2023-07-12  12:06:04,北京,#微信称不会显示已读#  还好不会，要不然你说会发生什么  ,0,41,116
2023-07-11  11:58:44,北京,后面小哥很紧张的盯着，心想：别给我拧坏了 [哈哈],1,25,34
2023-07-10  20:28:24,北京,我觉得父子商量好了，让妈妈买单 ,11,39,73
2023-07-09  20:31:41,北京,这周搬家，又是跨省搬家。没发微博了，有啥好玩的事，你们空了过来跟我说一声  ,1,74,138
2023-07-09  15:06:52,北京,马丁寄来的大礼包，零食我自己咪了，绿帽子到时候抽给大家[笑cry] ,13,103,189
2023-07-08  20:02:19, ,恭喜@同学小莫Mo 1名用户等额平分【800元现金】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公示链接：http://t.cn/A60PUxCB,0,9,4
2023-07-08  18:32:05,北京,我才离开你半年多，你咋热成这样了[泪] ,1,57,95
2023-07-08  14:44:31,北京,我最爱的食物之一：常德炖粉。不知道为啥我就是觉得炖粉比煮的更好吃，一个人也能炫[污][污] ,6,51,86
2023-07-07  10:48:49,广东,很多人吃瓜关心我和媳妇昨天吵架了[笑cry] 其实就是衣帽间的设计产生了争议， 我不觉得算吵架， 顶多算是激烈的争辩， 因为我并没有生气， 我媳妇可能生气了吧， 后来亲了一下就搞定了！ 对， 老夫老妻的爱情就是这么简单， 哦， 这该死的魅力！  ,3,185,286
2023-07-07  18:52:55,广东,#知乎宣布将下线匿名功能# 能不能把实名制展示到台面上来，有话大家实名说，有架实名吵   ,1,21,76
2023-07-07  18:44:21,广东,追光出了PHEV版 ，定位豪华行政新能源轿车，新能源车目前定位商务的很少，从追光的尺寸、空间、配置、品牌背景看有这个实力。  之前试驾的时候，我就说这台车配置很商务。四张座椅通风、加热、电调、按摩，带魔毯功能的CDC+空气悬架，主动辨识路况信息，智能调节悬架阻尼，减震效果不错的。  尺寸5088* ,0,30,57
2023-07-07  12:24:16,上海,G6 要开始大批量交付了？[努力] ,52,51,128
2023-07-07  10:23:28,广东,我隐隐嗅到了云朵大卖的气息，这个座椅爱了，看图片就很有坐一坐的欲望[哈哈]#汽场全开# ,2,48,84
2023-07-06  12:09:05, ,#河南多地调整公积金缴存基数和比例#，一条互动博，#你们每个月的公积金有多少# http://t.cn/A6pFvyOb ,831,2544,850292
2023-07-06  21:08:37,广东,是铁粉吗？转发+评论原微博，7月12日晚抽一位朋友送Apple HomePod mini[耶][耶]@微博抽奖平台 ,332,148,163
